cod;municipio;UF;votos;numeroafiliados;txalfabetizacao;energiaeletrica;perccatolicos;rendapercapita2010;percate40anos;qtnovodepfed;percvotonovo;SOBRE60;E_ANOSESTUDO;T_ANALF18M;GINI;RDPC;P_FORMAL;P_SUPER;TRABCC;TRABPUB;TRABSC;PEA18M;PESO18;pesoRUR;pesotot;pesourb;IDHM
4211751;OTACÍLIO COSTA;SC;484;1;94;99,71;0,870107307;731,87;0,360408888;16;0,042759961;83,62;9,88;7,11;0,4;677,67;72,44;10,85;60,72;3,35;12,53;7686;11319;1446;16337;14891;0,74
1505403;OURÉM;PA;41;0;81,1;95,84;0,947380594;333,51;0,348169947;0;0,00417728;79,48;8,43;22,57;0,62;285,61;12,12;2,77;6,75;3,13;36,17;5225;9815;8873;16311;7438;0,568
2923308;OURIÇANGAS;BA;5;0;75,6;96,48;0,831203084;335,37;0,372619908;8;0,000871992;84,73;8,54;29,42;0,45;281,59;32,41;2,49;27,27;4,22;19,75;4006;5734;5536;8298;2762;0,607
2609907;OURICURI;PE;85;2;73,1;97,72;0,917116054;370,82;0,344898847;10;0,002126276;84,2;7,86;30,78;0,6;291,75;26,42;5,28;17,64;5,8;30,55;21653;39976;31762;64358;32596;0,572
1505437;OURILÂNDIA DO NORTE;PA;144;1;88,3;94,82;0,645526614;540,2;0,413538507;0;0,008538393;86,31;7,72;13,53;0,55;466,52;46,75;4,9;40,38;4,99;20,42;10683;16865;7446;27359;19913;0,624
3534708;OURINHOS;SP;1552;10;95,4;99,9;0,75986709;1030,48;0,350696365;47;0,02044284;85,61;11,29;5,24;0,5;868,91;71,04;16,87;56,44;5,06;14,54;50748;75919;2661;103035;100374;0,778
4117404;OURIZONA;PR;47;0;91,6;100;0,820714005;768,08;0,329881657;16;0,018467583;81,04;10,98;9,55;0,44;709,99;64,52;7,23;52,1;4,95;22,2;1782;2545;336;3380;3044;0,72
4211801;OURO;SC;179;0;96,1;99,91;0,960709759;1054,88;0,332067282;16;0,032515895;87,66;10,98;4,52;0,45;987,45;60,5;8,59;41,78;2,63;10,31;4331;5505;2528;7372;4844;0,774
2408508;OURO BRANCO;RN;19;0;80,4;98,85;0,967237308;409,03;0,33390083;5;0,005507246;85,68;8,67;22,17;0,43;355,71;33,38;6,92;21,19;7,78;41,22;1652;3450;1441;4699;3258;0,645
3145901;OURO BRANCO;MG;1220;4;95,7;99,76;0,767996963;980,3;0,394748781;37;0,047509638;85,8;9,34;4,98;0,52;866,02;74,78;15,09;58,97;7,74;12,03;17695;25679;3659;35268;31609;0,764
2706109;OURO BRANCO;AL;31;0;71,8;98,98;0,92624384;299,43;0,339076246;3;0,004630321;76,56;8,27;33,08;0,55;227,56;17,46;2,35;13,96;2,08;28,91;3801;6695;4032;10912;6880;0,547
3146008;OURO FINO;MG;872;2;92;99,73;0,825151281;748,45;0,338000507;37;0,036878833;84,89;9,38;9,11;0,45;635,38;55,8;9,71;39,68;4,89;20,93;16552;23645;7805;31568;23763;0,722
3146107;OURO PRETO;MG;1476;6;95,4;99,59;0,912043074;846,61;0,369345911;37;0,029161316;82,55;10,2;5,23;0,5;710,55;66,94;13,37;50,97;8;16,21;34931;50615;9161;70281;61120;0,741
1100155;OURO PRETO DO OESTE;RO;454;1;90,6;99,28;0,512929456;633,88;0,380246783;3;0,017491139;87,9;9,17;11,18;0,48;576,51;44,51;7,73;31,42;6,19;25,33;17992;25956;9748;37928;28180;0,682
2510600;OURO VELHO;PB;4;0;79,1;99,47;0,948626653;366,69;0,323428962;2;0,001933301;83,28;6,98;24,65;0,47;305,23;19,9;5,9;11,29;5,47;35,74;1188;2069;881;2928;2047;0,614
3534807;OURO VERDE;SP;77;0;87,9;99,57;0,793607484;557,12;0,343846154;47;0,013710826;81,52;10,78;14,25;0,39;504,63;68,91;9,5;57,29;7,31;21,34;3289;5616;624;7800;7176;0,692
4211850;OURO VERDE;SC;22;0;89,5;99,86;0,897316219;633,36;0,332452664;16;0,013732834;79,52;9,63;12,48;0,53;607,09;49,88;12,14;36,16;6,82;19,56;826;1602;1556;2271;715;0,695
5215405;OURO VERDE DE GOIÁS;GO;27;0;89,2;99,55;0,84741407;634,06;0,328210213;6;0,009268795;82,28;10,11;12,67;0,49;525,12;33,49;7,09;17,15;10,43;31,51;1908;2913;1351;4034;2683;0,719
3146206;OURO VERDE DE MINAS;MG;22;0;75,5;98,41;0,766362065;353,26;0,322473404;37;0,005534591;78,47;8,18;30,04;0,51;298,76;29,44;8,02;7,1;14,93;28,98;1902;3975;2387;6016;3629;0,595
4117453;OURO VERDE DO OESTE;PR;54;0;91;99,83;0,861826698;644,15;0,345397048;16;0,013346515;82,27;10,19;10,85;0,41;578,86;68,48;5,94;55,57;0,76;16,43;2753;4046;1653;5692;4039;0,709
3534757;OUROESTE;SP;277;1;91,5;99,89;0,805837563;787,45;0,363593099;47;0,044185676;86,05;12,21;9,73;0,43;694,33;59,13;18,84;42,87;9,69;23,39;4127;6269;859;8405;7546;0,77
2923357;OUROLÂNDIA;BA;10;0;75;96,27;0,805929919;277,86;0,361643836;8;0,00096367;76,58;7,87;30,28;0,52;239,93;20,58;3,14;11,98;6,44;38,7;6803;10377;10084;16425;6341;0,56
5215504;OUVIDOR;GO;261;0;93,8;99,84;0,810126582;782,46;0,366014267;6;0,066530716;83,07;10,49;7,19;0,44;710,38;57,93;11,2;44,7;7,68;24,16;2611;3923;657;5467;4810;0,747
3534906;PACAEMBU;SP;143;0;91,8;99,75;0,761181864;778,95;0,409950098;47;0,017111404;84,17;11,15;10,9;0,45;694,16;56,66;11,6;39,13;10,57;30,98;5707;8357;3481;13226;9745;0,725
1505486;PACAJÁ;PA;28;0;79,8;72,65;0,760414794;305,22;0,355611696;0;0,001204042;81,49;6,55;23,46;0,65;231,91;15,24;2,73;8,7;5,72;26,96;12553;23255;26232;39979;13747;0,515
2309607;PACAJUS;CE;98;2;83,3;99,35;0,820269991;415,07;0,398864776;6;0,002369038;85,68;9,91;19,66;0,47;354,78;48,33;4,31;40,97;4,98;29,09;27565;41367;11163;61838;50675;0,659
1400456;PACARAIMA;RR;39;0;91,2;78,06;0,625589932;511,18;0,312757596;0;0,007408815;85,76;8,52;10,79;0,74;388,35;30,67;6,31;14,56;14,16;27,84;3149;5264;5919;10433;4514;0,65
2804904;PACATUBA;SE;10;0;72,8;97,25;0,864728192;236,23;0,357539773;2;0,00123335;79,83;8,48;31,82;0,58;195,47;17,55;5,25;12,45;2,69;18,14;4418;8108;10449;13137;2688;0,555
2309706;PACATUBA;CE;84;3;91,4;99,17;0,766961652;384,05;0,400766262;6;0,001749271;84,81;9,77;10,06;0,44;344,63;63,96;3,7;57,12;4,33;18,15;30464;48020;10204;72299;62095;0,675
2107506;PAÇO DO LUMIAR;MA;351;3;94,5;99,72;0,751235715;479,6;0,422865079;0;0,00494868;86,17;9,84;6,13;0,49;444,5;51,17;7,27;42,59;6,26;24,07;46044;70928;26310;105121;78811;0,724
2309805;PACOTI;CE;12;0;82,2;98,98;0,951636051;326,78;0,341087275;6;0,001596169;84,21;9,28;22,2;0,5;279,49;23,53;6,84;17,69;3,63;45,85;4583;7518;6862;11607;4745;0,635
2309904;PACUJÁ;CE;9;0;74,9;99,31;0,946043165;303,1;0,319746074;6;0,00227445;81,36;9,99;30,45;0,5;264,03;14,42;6,14;8,5;2,13;50,53;2306;3957;2263;5986;3723;0,621
5215603;PADRE BERNARDO;GO;151;0;87,3;98,05;0,702656261;602,6;0,342633082;6;0,008555726;80,43;8,61;15,38;0,56;518,12;44,11;4,19;34,46;5,46;32,4;11573;17649;16885;27671;10786;0,651
3146255;PADRE CARVALHO;MG;33;0;76,4;95,01;0,916830386;373,07;0,352759685;37;0,009287926;79,04;9,53;29,02;0,44;286,32;55,99;4,8;44,68;6,2;20,65;2286;3553;2372;5834;3462;0,599
2207207;PADRE MARCOS;PI;15;0;63;97,61;0,834478577;252,7;0,330929848;0;0,003301783;76,45;9,2;44,42;0,52;217,66;18,3;5,27;13,02;2,39;39,52;2088;4543;4305;6657;2352;0,541
3146305;PADRE PARAÍSO;MG;108;0;80;97,63;0,8286497;321,88;0,325799777;37;0,008805544;79,22;8,41;24,6;0,54;253,77;25,43;5,59;14,39;7,41;30,51;6169;12265;7329;18849;11520;0,596
2207306;PAES LANDIM;PI;3;0;76,9;83,87;0,883186519;250,65;0,32914511;0;0,001148545;78,84;8,88;27,99;0,49;225,53;23,5;10,81;16,7;4,93;35,35;1208;2612;1683;4059;2376;0,575
3146552;PAI PEDRO;MG;40;0;72,3;96,39;0,929383117;248,35;0,346646444;37;0,010351967;75,7;8,62;34,6;0,46;203,93;33,95;8,31;11,49;15,1;34,97;1944;3864;4185;5934;1749;0,59
4211876;PAIAL;SC;14;0;91,6;99,64;0,617857143;698,9;0,299489507;16;0,01088647;84,65;9,56;9,95;0,44;644,16;60,96;5,77;20,87;7;6,97;1013;1286;1427;1763;336;0,718
4117503;PAIÇANDU;PR;530;1;93;99,89;0,769595216;660,32;0,376864426;16;0,020592921;83,71;10,33;8,13;0,36;610,64;73,61;4,42;64,15;3,65;12,69;18762;25737;491;35936;35445;0,716
4313607;PAIM FILHO;RS;42;0;92,9;99,19;0,953971372;772,08;0,267499411;18;0,013039429;86,67;8,14;8,2;0,47;729,03;28,12;5,08;19,21;5,78;13,78;2765;3221;1990;4243;2253;0,706
3146404;PAINEIRAS;MG;161;0;90;98,56;0,897724157;625,78;0,294752753;37;0,045934379;81,64;9,59;11,67;0,46;589,16;40,12;7,82;18,81;13,96;31;2269;3505;1033;4631;3598;0,669
4211892;PAINEL;SC;47;1;90,7;99,32;0,923076923;682,35;0,306842329;16;0,028059701;81,14;10,7;10,75;0,49;511,7;44,36;7,44;30,75;7,29;19,75;1138;1675;1408;2353;945;0,664
3146503;PAINS;MG;355;0;93,2;99,85;0,923860497;768,5;0,333915648;37;0,059314954;85,97;9;7,89;0,46;690,97;60,15;8,37;42,35;9,91;22,56;4052;5985;1406;8014;6608;0,728
3146602;PAIVA;MG;52;0;88,2;99,24;0,9544;533,06;0,296534018;37;0,043297252;83,56;9,43;13,74;0,44;476,35;43,37;8,82;22,59;16,07;34,32;723;1201;339;1558;1219;0,72
2207355;PAJEÚ DO PIAUÍ;PI;2;0;69,9;73,86;0,894052974;305,46;0,297353553;0;0,000874891;79,93;10,1;35,78;0,6;261,36;19,67;3,95;10,06;1,62;22,8;1416;2286;1937;3363;1426;0,559
2706208;PALESTINA;AL;9;0;69,1;98,35;0,940782123;237,78;0,320226917;3;0,003051882;80,23;9,77;37,47;0,59;185,39;24,74;4,04;7,61;16,7;24,17;1388;2949;1875;5112;3237;0,558
3535002;PALESTINA;SP;247;0;92,2;99,92;0,829169006;745,4;0,35480952;47;0,029048571;84,57;9,8;8,66;0,4;692,43;60,39;7,19;52,92;2,42;17,8;5747;8503;1863;11051;9188;0,732
5215652;PALESTINA DE GOIÁS;GO;16;0;91,4;97,76;0,554384486;523,84;0,359833877;6;0,00636436;83,63;11,01;9,86;0,38;473,62;40,61;7,98;27,37;4,3;36,78;1519;2514;1191;3371;2180;0,713
1505494;PALESTINA DO PARÁ;PA;12;0;78,5;87,21;0,761408083;324,78;0,350635452;0;0,002625246;82,93;8,36;25,46;0,55;284,54;29,13;2,45;12,89;12,44;33,39;2463;4571;2929;7475;4546;0,589
2310001;PALHANO;CE;11;0;73,9;98,85;0,892379083;326,03;0,369952628;6;0,001728473;78,98;10,33;30,37;0,47;281,69;25,94;5,41;19,62;4,87;24,43;3832;6364;4351;8866;4515;0,638
4211900;PALHOÇA;SC;4843;57;96,4;99,83;0,829769528;981,39;0,397061179;16;0,049458742;86,06;9,83;4,12;0,4;862,74;75,79;8,78;59,85;6,43;10,24;74026;97920;2023;137334;135311;0,757
3146701;PALMA;MG;42;1;89,7;99,9;0,893681652;557,14;0,322536287;37;0,008394963;83,17;8,45;11,57;0,49;494,63;45,08;10,86;25,56;10,59;36,71;2580;5003;1422;6545;5123;0,703
4212007;PALMA SOLA;SC;85;0;92,1;99,69;0,897359056;748,77;0,330972312;16;0,016150485;80,46;10,77;9,73;0,5;623,64;48,97;8,58;36,38;5,9;11,17;4221;5263;3297;7765;4468;0,704
2310100;PALMÁCIA;CE;16;0;78,3;98,25;0,929257917;381,09;0,363182007;6;0,001990793;81,09;9,06;26,03;0,63;315,23;35,23;8,04;27,28;1,45;33,77;3392;8037;7048;12005;4957;0,622
2610004;PALMARES;PE;132;1;80,2;99,61;0,722397903;346,08;0,367788865;10;0,003359035;81,2;8,79;23,01;0,49;311,09;47,92;7,54;38,78;4,89;28,44;19443;39297;12640;59526;46886;0,622
4313656;PALMARES DO SUL;RS;153;2;92,4;99,51;0,84040404;792,12;0,28972559;18;0,018697299;85,22;9,91;8,55;0,53;730,31;58,25;8,37;34,79;11,66;17,34;4809;8183;1166;10969;9803;0,715
3535101;PALMARES PAULISTA;SP;173;0;89,9;99,94;0,725513495;674,92;0,448783611;47;0,022032603;83,61;10,46;11,7;0,34;615,01;87,21;5,01;82,27;0,43;8,22;5742;7852;315;10934;10619;0,722
1721000;PALMAS;TO;2871;33;96,4;99,68;0,668594306;1306,73;0,456379307;0;0,018629671;89,23;10,35;4;0,58;1087,35;64,01;20,57;39,96;18,71;21,05;122032;154109;6590;228332;221742;0,788
4117602;PALMAS;PR;304;0;91,6;99,21;0,818949802;681,8;0,359238015;16;0,011203656;83,11;8,23;10,02;0,54;575,55;67,5;12,34;57,21;2,68;17,62;18197;27134;3093;42888;39795;0,66
2923407;PALMAS DE MONTE ALTO;BA;32;0;74,3;84,55;0,880070412;290,58;0,368182912;8;0,002240426;84,52;8,7;30,88;0,48;262,69;26,06;3,88;20,28;3,19;38,01;8589;14283;10943;20775;9832;0,586
4117701;PALMEIRA;PR;334;3;96,1;99,21;0,748302168;847,87;0,353983127;16;0,014902731;83,07;10,66;4,48;0,59;729,05;55,03;10,35;36,62;6,84;15,37;15054;22412;12748;32123;19375;0,718
4212056;PALMEIRA;SC;55;0;89,6;99,35;0,891809291;518,71;0,306784661;16;0,033112583;82,88;8,66;12,1;0,43;471,82;49,28;6,71;34,34;7,61;10,45;1157;1661;1448;2373;925;0,671
4313706;PALMEIRA DAS MISSÕES;RS;320;3;92;99,13;0,749833024;795,43;0,330400839;18;0,013141144;83,34;10,56;9,28;0,52;715,29;56,68;13,63;33,6;10,13;19,48;16646;24351;4497;34328;29831;0,737
2207405;PALMEIRA DO PIAUÍ;PI;18;1;76,4;82,44;0,955785513;329,21;0,33667134;0;0,005730659;77,01;8,43;28,81;0,6;278,54;15,09;3,26;12,32;1,93;30,96;2039;3141;3229;4993;1764;0,557
3535200;PALMEIRA D'OESTE;SP;244;1;91,9;99,88;0,812271639;758,48;0,303005008;47;0,032915149;82,94;11,04;9,27;0,42;707,38;41,81;12,22;27,12;4,97;28,79;4938;7413;2316;9584;7268;0,753
2706307;PALMEIRA DOS ÍNDIOS;AL;260;1;77,2;99,04;0,895667133;457,26;0,352148704;3;0,005471956;85,95;9,72;26,05;0,56;391,37;34;8,93;22,58;6,63;30,51;26526;47515;18758;70368;51610;0,638
2207504;PALMEIRAIS;PI;46;2;70,7;92,78;0,918637532;250,32;0,328919607;0;0,005251142;84,42;8,67;34,19;0,59;197,04;14,33;2,12;12,12;1,19;36,03;4125;8760;8403;13745;5342;0,562
2107605;PALMEIRÂNDIA;MA;1;1;76,1;96,46;0,878468368;201,12;0,367938606;0;8,44452E-05;78,17;9,49;28,17;0,57;167,06;10,37;1,45;5,66;2,88;36,62;7213;11842;15305;18764;3459;0,556
1715705;PALMEIRANTE;TO;3;0;81,9;77,43;0,879458239;359,58;0,312272911;0;0,001001001;82,51;7,49;21,79;0,57;267,76;14,18;4,95;9,73;4,09;41,5;1810;2997;3028;4954;1926;0,571
2923506;PALMEIRAS;BA;12;0;84;92,09;0,731445905;485,05;0,343162901;8;0,002192181;85;9,12;19,05;0,58;350,79;26,63;9,53;13,21;6,75;32,2;3581;5474;3171;8410;5239;0,643
5215702;PALMEIRAS DE GOIÁS;GO;200;1;91;99,77;0,615979184;696,42;0,38169509;6;0,01168429;81,67;9,22;10,38;0,44;616,59;48,65;7,24;37,37;4,58;25,75;12695;17117;4172;23338;19166;0,698
1713809;PALMEIRAS DO TOCANTINS;TO;12;0;85;95,41;0,865945946;365,62;0,350522648;0;0,003380282;87,69;8,44;18,62;0,51;307,43;44,33;6,37;26,64;13,15;22,6;2115;3550;2508;5740;3232;0,628
2610103;PALMEIRINA;PE;16;0;70,3;98,89;0,887222843;298,27;0,327512517;10;0,003042982;74,4;8,17;35,66;0,51;251,44;22,21;5,73;12,66;7,81;37,15;2822;5258;3011;8189;5178;0,549
1715754;PALMEIRÓPOLIS;TO;31;0;88,1;93,1;0,71078729;536,43;0,348003815;0;0,0061667;88,29;9,66;14,22;0,52;463,45;31,46;7,21;20,39;7,68;37,65;3390;5027;1358;7339;5981;0,673
5215801;PALMELO;GO;94;0;90,3;100;0,290568248;901,81;0,313490364;6;0,055229142;80,7;9,82;11,52;0,56;769,47;50,99;9,35;37,91;7,66;29,14;1083;1702;119;2335;2216;0,73
5215900;PALMINÓPOLIS;GO;64;0;88;100;0,516302263;764,78;0,327523194;6;0,023624954;83,31;11,35;13,81;0,52;695,63;29,92;5,92;18,05;9,37;41,35;1744;2709;858;3557;2699;0,722
4117800;PALMITAL;PR;48;0;87,3;97,77;0,824972638;515,73;0,322233434;16;0,004947434;79,65;9,39;15,59;0,52;447,15;37,62;6,76;21,21;2,54;25,81;6869;9702;7466;14865;7399;0,639
3535309;PALMITAL;SP;475;4;94,8;99,94;0,816113986;798,87;0,326677995;47;0,029678226;81,55;11,42;5,89;0,44;739,37;66,06;12,86;50,69;2,97;18,88;9496;16005;1759;21186;19427;0,746
4313805;PALMITINHO;RS;69;0;91,7;99,43;0,837662338;666,26;0,315606936;18;0,013421513;83,79;10,64;9,55;0,42;652,86;48,97;10,07;24,55;6,86;13,76;4010;5141;3527;6920;3393;0,72
4212106;PALMITOS;SC;187;1;93,6;99,52;0,686472283;940,83;0,322534332;16;0,01551996;83,63;11,39;7,35;0,46;887,5;60,66;8,59;30,84;4,03;12,27;9205;12049;6149;16020;9871;0,737
3146750;PALMÓPOLIS;MG;16;0;73,4;92,99;0,885940731;304,52;0,309046314;37;0,003423192;73,51;7,97;32,41;0,45;259,75;19,49;4,7;7,63;9,65;31,05;3370;4674;2443;6931;4488;0,565
4117909;PALOTINA;PR;479;4;94,6;99,92;0,805537772;953,45;0,362514381;16;0,023155758;86,3;10,56;6,18;0,47;904,85;64,17;17,45;48,55;4,59;16,84;16304;20686;4037;28683;24646;0,768
5216007;PANAMÁ;GO;65;0;85,6;99,39;0,859744094;671,97;0,318046234;6;0,032745592;82,01;9,9;16,52;0,42;579,89;56,54;6,08;36,1;17,86;22,86;1311;1985;647;2682;2035;0,686
4313904;PANAMBI;RS;497;3;97,2;99,85;0,440712447;970,49;0,382521415;18;0,017508631;85,77;10,88;3,1;0,44;864,44;73,38;11,64;58,98;4,57;12,11;20541;28386;3496;38058;34562;0,761
3204005;PANCAS;ES;137;0;84,2;99,62;0,534384055;533,27;0,357248933;6;0,009139426;80,55;8,87;18,78;0,5;451,21;32,01;5,21;20,04;3,3;37,51;9412;14990;11449;21548;10099;0,667
2610202;PANELAS;PE;47;0;66,4;98,5;0,907334978;283,64;0,317800741;10;0,002898193;84,65;9,45;41,39;0,56;238,61;14;3,53;6,73;5,5;26,94;9686;16217;11681;25645;13964;0,569
3535408;PANORAMA;SP;198;2;92;99,61;0,736667013;751,25;0,356168141;47;0,019349164;81,52;9,72;9,08;0,51;722,51;59,74;10,09;47,43;3,57;25,68;6839;10233;418;14583;14165;0,722
4313953;PANTANO GRANDE;RS;82;2;90,3;99,29;0,916103181;630,38;0,302475998;18;0,011652693;82,01;9,48;11,33;0,47;536,01;57,23;4,29;41,77;5,05;24,08;4051;7037;1581;9895;8314;0,661
2706406;PÃO DE AÇÚCAR;AL;67;1;71,8;97,58;0,893398934;288,45;0,337449078;3;0,004570571;85,92;10,37;33,49;0,57;224,33;23,99;3,98;10,61;12,02;30,55;7643;14659;13042;23811;10769;0,593
3146909;PAPAGAIOS;MG;389;2;91,7;99,6;0,93297491;544,07;0,36994709;37;0,040605428;82,44;9,14;9,94;0,49;455,96;51,42;8,11;38,96;5,89;33,06;6571;9580;2255;14175;11920;0,666
4212205;PAPANDUVA;SC;118;0;93,8;99,05;0,922811366;670,97;0,342313699;16;0,009655511;83,69;9,31;7,29;0,47;589,35;54,8;6,11;30,69;3,59;15,26;9620;12221;8744;17928;9184;0,704
2207553;PAQUETÁ;PI;13;0;60,5;88,1;0,967307044;233,41;0,340728237;0;0,00456942;79,89;7,24;46,68;0,51;202,6;12,34;1,48;8,81;3,04;44,45;1542;2845;3590;4147;557;0,509
3147105;PARÁ DE MINAS;MG;3116;16;96,4;99,92;0,900940068;768,22;0,37703497;37;0,051152407;83,77;9,23;4,13;0,43;686,42;73,58;10,55;58,3;5,96;15,45;43961;60916;4616;84215;79599;0,725
3303609;PARACAMBI;RJ;188;7;94,9;99,8;0,453796467;637,38;0,364463967;19;0,005244804;80,31;9,17;5,81;0,44;580,49;59,79;10,52;48,62;4,98;27,92;19204;35845;5402;47124;41722;0,72
3147006;PARACATU;MG;1218;4;93,1;98,96;0,751239686;758,08;0,385620529;37;0,021166044;84,27;10,23;8,14;0,51;637,8;63,08;9,57;50,2;6,61;20,12;40403;57545;10946;84718;73772;0,744
2310209;PARACURU;CE;61;0;81,7;98,09;0,85529194;376,51;0,370432419;6;0,002907808;81,41;10;21,8;0,55;328,2;31,67;6,5;24,46;3,14;36,95;12653;20978;11047;31636;20589;0,637
1505502;PARAGOMINAS;PA;589;17;88,3;98,87;0,680327869;615,32;0,407364622;0;0,009959924;85,17;8,52;13,98;0,6;507,16;49,94;6,17;42,43;4,64;26,14;40326;59137;21308;97819;76511;0,645
3147204;PARAGUAÇU;MG;362;1;93,3;99,76;0,941516193;631,71;0,34378859;37;0,024163941;83,94;8,64;7,7;0,41;587,36;61,82;9,02;47,06;6,14;20,5;10216;14981;3566;20245;16679;0,715
3535507;PARAGUAÇU PAULISTA;SP;611;3;93,8;99,88;0,728759655;788,09;0,362363404;47;0,020566851;83,56;10,34;7,11;0,45;694,42;71,26;12,99;59,9;3,95;16,11;19644;29708;3964;42278;38314;0,762
4314001;PARAÍ;RS;214;1;97,4;100;0,984231275;1124,39;0,336905461;18;0,040384978;86,22;10,84;2,91;0,47;1071,25;79,15;9,77;52,44;2,15;8,9;4195;5299;2996;6812;3816;0,773
3303708;PARAÍBA DO SUL;RJ;449;2;94,4;99,86;0,732567767;709,94;0,332830299;19;0,015030798;80,26;9,03;6,42;0,5;613,56;62,25;7,86;50,29;3,82;23,62;18511;29872;4930;41084;36154;0,702
2107704;PARAIBANO;MA;10;0;72,9;97,37;0,932668329;288,47;0,340993882;0;0,000780579;78,99;9,2;33,46;0,54;281,23;27,18;6,47;18,87;6,61;33,39;6569;12811;4357;20103;15746;0,58
3535606;PARAIBUNA;SP;301;3;91,6;98,53;0,890138481;795,02;0,34489303;47;0,024180591;81,66;9,71;9,85;0,51;657,59;57,26;9,56;41,64;9,27;21,67;8198;12448;12146;17388;5242;0,719
2310258;PARAIPABA;CE;41;0;82,3;98,26;0,850322185;330,74;0,365633634;6;0,002119959;80,57;9,42;21,64;0,5;283,79;24,69;4,39;18,21;2,89;38,58;12179;19340;16606;30041;13435;0,634
3535705;PARAÍSO;SP;105;0;91,5;100;0,834329846;973,57;0,35757884;47;0,023691336;83,71;10,16;9,61;0,45;855,28;75,95;11,36;63,39;5,21;12,3;3134;4432;710;5898;5188;0,749
4212239;PARAÍSO;SC;20;0;90;99,05;0,805309735;776,67;0,280392157;16;0,006802721;83,44;11,83;11,9;0,5;743,76;30,86;5,66;14,28;5,89;12,9;2273;2940;2629;4080;1451;0,7
5006275;PARAÍSO DAS ÁGUAS;MS;0;0;89,71025641;97,34282051;0,750588309;693,6546154;0,354335554;5;#DIV/0!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4118006;PARAÍSO DO NORTE;PR;162;1;91,6;99,81;0,896311067;984,03;0,365018688;16;0,018938508;82,72;10,29;9,78;0,48;864,18;71,12;8,94;62,03;3,58;15,28;6168;8554;673;11772;11099;0,746
4314027;PARAÍSO DO SUL;RS;55;0;92,9;99,48;0,418276109;661,4;0,310250818;18;0,009837238;83,36;10,22;7,91;0,37;593,01;39,38;3,54;11,23;3,85;13,35;4587;5591;4484;7336;2852;0,676
1716109;PARAÍSO DO TOCANTINS;TO;364;3;93,7;99,39;0,674427957;1288,43;0,395186528;0;0,012004089;89,53;10,67;7,34;0,62;899,57;52,7;10,92;34,61;11,05;25,67;22874;30323;1944;44417;42473;0,764
3147303;PARAISÓPOLIS;MG;653;0;92,3;99,81;0,961724731;710,86;0,34563187;37;0,046437207;84,12;9,02;8,78;0,46;592,61;63,39;10,04;56,59;1,27;18,79;9381;14062;3321;19379;16058;0,729
2310308;PARAMBU;CE;37;0;68,6;97,96;0,849835389;264,88;0,312114727;6;0,001826709;83,33;10,11;38,04;0,53;211,05;10,54;2,64;4,85;3,82;51,28;10466;20255;17203;31309;14106;0,57
2923605;PARAMIRIM;BA;62;1;81,5;93,44;0,928214685;377,06;0,375696395;8;0,004085667;84,39;8,24;21,34;0,51;343,78;24,77;6,49;18,78;3,02;35,31;9327;15175;10972;21001;10029;0,615
2310407;PARAMOTI;CE;11;0;73,5;98,44;0,969491525;249,98;0,325875486;6;0,001563388;80,92;10,01;32,58;0,52;196,63;28,23;4,48;9,17;16,44;30,06;3211;7036;5768;11308;5540;0,583
2408607;PARANÁ;RN;2;0;68,2;99,02;0,957279137;248,83;0,33097166;5;0,000736648;84,48;9,27;35,58;0,49;219,34;22,49;3,72;7,75;8,9;33,29;1201;2715;3131;3952;821;0,589
1716208;PARANÃ;TO;13;0;76,8;61,73;0,91808;402,4;0,322015864;0;0,00203252;84,61;9,07;28,33;0,65;311,37;34,91;11,32;12,6;20,17;33,71;3385;6396;5618;10338;4720;0,595
4118105;PARANACITY;PR;149;1;90,1;99,69;0,82;659,28;0,355609756;16;0,020818779;84,22;10,39;11,6;0,4;582,06;71,43;8,5;61,91;4,06;15,52;4970;7157;781;10250;9469;0,717
4118204;PARANAGUÁ;PR;978;8;96,4;99,43;0,553413737;901,82;0,358605813;16;0,010292678;84,39;10,87;4,12;0,52;765,85;67,86;11,15;56,29;3,47;16,05;64632;95019;5083;140469;135386;0,75
5006309;PARANAÍBA;MS;355;1;90,1;99,72;0,740234938;807,98;0,354075438;5;0,012085518;82,2;10,25;11,52;0,49;738,58;57,97;13,03;45,06;6,7;22,59;20307;29374;4438;40192;35754;0,721
5216304;PARANAIGUARA;GO;392;1;87,3;99,02;0,821952032;683,78;0,35978022;6;0,058559904;83,54;10,66;14,64;0,43;631,89;55,25;9,22;45,32;3,79;23,67;4457;6694;712;9100;8388;0,711
5106299;PARANAÍTA;MT;37;0;89,9;97,67;0,767465653;618,06;0,339385998;13;0,005006088;81,16;9,56;12,14;0,53;540,22;36,61;4,87;21,75;8,53;23,42;5139;7391;5032;10684;5652;0,672
3535804;PARANAPANEMA;SP;366;1;91,9;99,62;0,794833674;701,19;0,360006739;47;0,029777886;83,75;9,03;9,64;0,47;613,31;62,3;10,95;47,07;8,82;22,05;8278;12291;3331;17808;14477;0,717
4118303;PARANAPOEMA;PR;16;0;87,9;99,45;0,781796263;674,92;0,360444285;16;0,008243174;83,79;9,7;14,27;0,43;549,69;71,28;9,86;62,27;4,34;19,57;1326;1941;291;2791;2500;0,709
